Status,Precio USD,Area m2,USD/m2,Ambientes,Direccion,Notas,URL
pending,100000,58,1724,2,"Baigorria 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb-con-balcon-al-frente-58961508.html
rejected,98500,64,1539,3,"Panama al 900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-villa-crespo-3-ambientes-con-balcon-58610003.html
pending,97000,44,2205,2,"Beruti al 3400, Palermo, Capital Federal","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-dos-ambientes-con-patio-57238572.html
pending,86000,45,1911,3,"Pringles 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-palermo-58477302.html
pending,85000,45,1889,2,"Jorge Newbery 1872","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-suspendido-palermo-2-ambientes-u$s85.000-exp:-53599097.html
rejected,89000,62,1435,2,"AVENIDA FOREST 1209","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta.-2-ambientes-sin-expensas!-apto-prof.-balcon-y-56350071.html
favorite,75000,62,1210,3,"Ezeiza 2850","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-tercer-piso-barrio-gral.-58337052.html
pending,93000,59,1576,3,"Av. Alvarez Jonte 3861 D","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-3-ambientes-en-villa-del-parque-56130037.html
rejected,88200,50,1764,1,"Av Nazca 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-venta-monoambiente-dividido-2-amb-ac-y-aprof-58934748.html
pending,67000,40,1675,1,"Paraná  al 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-58653652.html
rejected,77000,55,1400,3,"AV SAN MARTIN 2718","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-c-renta-dpto-3-amb-s-av.-san-martin-2700-liv-57180201.html
rejected,61500,55,1118,3,"AV. DE LOS CONSTITUYENTES  6200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb.-cfte.-muy-luminoso-3er.-piso-por-escalera-56671840.html
rejected,95000,46,2065,2,"Vallejos 3400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-villa-devoto-luminoso-2-amb-2-por-escalera-58974264.html
rejected,85000,73,1164,3,"Avenida Álvarez Jonte 2313","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-villa-del-parque-con-58010444.html
pending,89000,46,1935,2,"Avenida Forest 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-chacarita-58881236.html
rejected,,553,,6,"condarco 3040","",https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta.-casa-a-refaccionar.-doble-frente-17.32-x-56038079.html
rejected,88000,44,2000,2,"Roosevelt 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-nunez-capital-federal-58547155.html
rejected,97000,48,2021,3,"Avenida Corrientes 5900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-amb-villa-crespo-reservado-58988409.html
rejected,95000,65,1462,3,"Cnel .apolinario Figueroa al 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-3-ambientes-en-villa-crespo-58951625.html
pending,99000,48,2063,2,"Avenida Cordoba 4800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb-palermo-reciclado-59109289.html
pending,89000,47,1894,2,"Malabia 700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-patio-en-villa-55141440.html
pending,87500,43,2035,2,"Juana Azurduy 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-ambientes-en-nunez-59066077.html
rejected,89900,63,1427,3,"Avenida Chorroarín 0","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-ambientes-la-paternal-59045793.html
pending,72000,45,1600,2,"Cucha Cucha al 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2amb-en-venta-al-frente-c-balcon-58310625.html
rejected,,1015,,7,"Avenida Olazábal 1300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-la-mejor-casa-bajo-belgrano-sobre-lote-de-1015-58546992.html
pending,98000,98,1000,,"Vera 553","",https://www.zonaprop.com.ar/propiedades/clasificado/veclocin-venta-oportunidad-unica-loft-subsuelo-villa-crespo-58182725.html
rejected,,106,,3,"Llerena 2800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-reservado-56069436.html
rejected,84000,53,1585,2,"OROÑO, NICASIO 1800. Entre Justo, Juan B. Avda. y MagariÑos Cervantes","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-ph-2-ambientes-barrio-paternal-57451206.html
pending,74000,47,1574,2,"Teniente General Eustoquio Frías 500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb-47-m-sup2--frias-500-59031553.html
rejected,100000,50,2000,3,"oro . Entre Costa Rica y Nicaragua","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-departamento-en-palermo.-aportunidad!-52792667.html
rejected,,396,,5,"Ruiz Huidobro 3752","",https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-reservada-calida-casa-con-diseno.-3-dorm.-4-banos.-57378531.html
pending,70000,45,1556,2,"Luis Maria Drago 169","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-dividido-villa-crespo-58703915.html
pending,79900,51,1567,2,"Gascon 1100. Entre Av Cordoba y Jose A. Cabrera","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-balcon-apto-credito-villa-58874098.html
pending,99000,58,1707,3,"Cuenca 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-devoto-centro-59097581.html
pending,84000,43,1953,2,"Lerma 0","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-bajas-exp-en-villa-crespo-59074852.html
pending,78000,55,1418,3,"Caracas 1829","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb-al-frente-con-balcon-tercer-piso-x-escalera-58913707.html
pending,85000,52,1635,2,"Avenida Albarellos 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-balcon-v.-pueyrredon-apto-credit-59007971.html
rejected,63500,52,1221,2,"AV NAZCA 1425","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-y-1-2-ambientes-lateral-super-luminoso-muy-buena-54598389.html
pending,89000,56,1589,2,"Avenida Corrientes 4800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-av-corrientes-4800-58974873.html
pending,61500,55,1118,3,"AV. DE LOS CONSTITUYENTES  6200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb.-cfte.-muy-luminoso-3er.-piso-por-escalera-56671840.html
pending,95000,42,2262,1,"Charlone 555","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-torre-con-multi-amenities-de-categoria!-vigilancia-56229960.html
rejected,98000,43,2279,2,"Libertad 1100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2amb-mas-escritorio-58031826.html
pending,95000,65,1462,3,"Cnel .apolinario Figueroa al 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-3-ambientes-en-villa-crespo-58951625.html
rejected,99000,48,2063,3,"Juan B Justo al 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta.-3-ambientes-al-contrafrente.-58647815.html
pending,85000,44,1932,2,"Avenida Raúl Scalabrini Ortiz 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-duplex-c-patio-amenities-villa-crespo-oportunidad-59069711.html
rejected,75000,57,1316,2,"Álvarez Jonte 2800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-av-alvarez-jonte-2800-departamento-2-ambientes-57-58883261.html
pending,67000,40,1675,1,"Paraná  al 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-58772822.html
rejected,95000,46,2065,2,"Nogoya al 4500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-alquiler-departamento-de-2-amb-con-balcon-59040097.html
pending,89900,42,2140,2,"Argañarás 65","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-ph-a-m-de-av-cordoba-y-zona-de-bares-de-palermo!-todo-58096359.html
pending,90000,61,1475,3,"Oportunidad! Dos Ambientes en Venta. Pacheco de Melo al 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-recoleta-59035926.html
rejected,89000,45,1978,1,"Av. Córdoba 4869, Ciudad Autónoma de Buenos Aires, Argentina","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-monoambiente-divisible-en-palermo-58800385.html
pending,70000,45,1556,1,"DEL SIGNO 4085","",https://www.zonaprop.com.ar/propiedades/clasificado/vecllcin-palermo-retasado-excelente-inversion-local-del-signo-y-52323938.html
rejected,95000,41,2317,3,"Laprida al 1100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-55876513.html
rejected,90000,45,2000,2,"Nuñez 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-coghlan-capital-federal-56029568.html
pending,98000,63,1556,3,"Agüero 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-amb.-con-patio-techado-58993408.html
rejected,100000,42,2381,2,"Güemes 4218","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-bustamante-prop-12541-venta-2-ambientes-palermo-58966435.html
pending,74000,40,1850,2,"Marcelo Torcuato de Alvear 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-loft-en-venta-2-ambientes-recoleta-bajas-expensas-59069467.html
rejected,95000,43,2209,3,"A. San Martin 1855","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-av-san-martin-1855-4-f-depto.-3-amb-paternal-41401722.html
rejected,97000,42,2310,2,"Grecia 2949","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-de-2-ambientes-en-nunez-57581363.html
pending,95000,61,1557,3,"AV. J.b. Justo al 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-villa-crespo-56002074.html
rejected,85000,50,1700,2,"Padilla al 300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-moderno-dos-ambientes-en-villa-crespo-con-dos-patios-58833411.html
pending,1700,102,17,1,"Gallo 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-tipo-loft-patio-apto-credito-59069530.html
pending,76000,40,1900,2,"CONDE 740. Entre Federico lacroze y Garcia, teodoro","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-2-ambientes-en-colegiales-57214292.html
rejected,95000,42,2262,2,"Billinghurst 1400. Entre Mansilla y Paraguay","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-con-balcon-proximo-al-alto-palermo-57696587.html
pending,84000,46,1826,3,"Av. San Martin 1890","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-tres-ambientes-con-balcon-frances-58941439.html
rejected,95000,87,1092,4,"(leg-1228) Juan Agustin Garcia  3658 - Excelente Ubicacion","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-barrio-santa-rita-ph-interno-sin-expensas-54565731.html
rejected,99000,40,2475,2,"Blanco Encalada 2915","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-de-40-m-sup2--con-1-dormitorio-en-venta-en-belgrano-58561631.html
rejected,3,112,,3,"Arenales 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-arenales-y-coronel-diaz-112-m-frente-vista-balcon-57045255.html
pending,88200,50,1764,1,"Av Nazca 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-venta-monoambiente-dividido-2-amb-ac-y-aprof-58934748.html
pending,90000,49,1837,2,"Valdenegro 4530","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-2-amb-al-medio-en-saavedra-58783705.html
pending,95000,45,2111,2,"Avenida Pueyrredon al 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-59095357.html
pending,90000,60,1500,2,"Obispo San Alberto 3700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-obispo-san-alberto-3700-ph-sin-exp-60-m-sup2--2-amb-1-56521947.html
pending,84000,50,1680,1,"Concordia 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-1-ambiente-concordia-3500-villa-devoto-caba-50-58765622.html
pending,78000,43,1814,2,"San Blas 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-de-departamento-de-2-ambientes-en-paternal-58914554.html
rejected,98000,43,2279,2,"Trelles 1900. Entre Camarones y Alejandro MargariÑos Cervantes","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-trelles-1900-villa-g.-mitre-2amb-desde-u$98.000-apto-47045858.html
pending,82000,64,1281,2,"Cucha Cucha 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-64.44-m-sup2--con-patio-en-58878642.html
rejected,95000,40,2375,1,"pringles 1243","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-retasado-monoambiente-grande-en-palermo-balcon-a-la-56207991.html
pending,91000,41,2220,2,"Moldes 2941 - 1° B","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-venta-nunez-58937247.html
pending,95000,57,1667,1,"Mario Bravo 1000, Ciudad Autónoma de Buenos Aires","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-monoambiente-c-balcon-todo-sol-palermo-56148788.html
pending,96000,53,1811,3,"Avenida San Martin al 4200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-gran-departamento-tres-ambientes-en-villa-del-parque-59095279.html
pending,74000,42,1762,2,"Roosevelt 5021","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-en-zona-inmejorable!-58940110.html
pending,85000,48,1771,2,"La Pampa 5200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-con-renta-agosto-2027-58859638.html
rejected,96000,45,2133,2,"Remedios de Escalada de san Martin  al 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-balcon-y-cochera-en-56919489.html
pending,82000,50,1640,3,"San Blas 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-san-blas-2300-departamento-3-ambientes-al-frente-58224976.html
pending,76000,48,1583,2,"Belaustegui al 3550 PB 2","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-oportunidad!-58705672.html
favorite,89000,64,1391,3,"Rodríguez Peña 691","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-rodriguez-pena-y-cordoba-3amb-edificio-de-excel-categ-57355984.html
pending,85000,45,1889,2,"Aguirre 600. Entre Malabia y Acevedo","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-aguirre-600-villa-crespo-2amb-u$85.000-50785698.html
pending,94000,43,2186,2,"Trelles 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-balcon-a-estrenar!-56006908.html
pending,,86,,4,"Billinghurst 900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-depto.-de-4-ambientes-con-dependencia-57887164.html
rejected,86000,41720,2,1,"Avenida San Martín 7234 3er piso","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-divisible-con-balcon-terraza-en-villa-58357809.html
rejected,82000,40,2050,2,"Moldes al 2400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-belgrano-2-amb-58496144.html
rejected,87000,40,2175,2,"Bulnes 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dos-ambientes-en-palermo-muy-cerca-de-plaza-guadalupe-58033238.html
rejected,95000,49,1939,3,"Avenida Raúl Scalabrini Ortiz 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto.-3-amb.-contrafrente-con-balcon-scalabrini-58552068.html
rejected,100000,41,2439,1,"Fitz Roy 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-monoambiente-balcon-palermo-58629573.html
rejected,81900,63,1300,2,"Avenida Congreso 4800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-planta-baja-en-villa-urquiza-2-amb-y-medio!-58056063.html
rejected,95000,46,2065,3,"Av. Felix de Olazabal 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-alquiler-venta-58577193.html
pending,74000,47,1574,3,"Cucha Cucha 2137","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-paternal-venta-3-ambientes-oportunidad-58723962.html
pending,89900,42,2140,2,"Guatemala al 4200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-en-palermo-58743913.html
pending,75000,40,1875,2,"Araoz al 700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-villa-crespo-57122421.html
pending,81500,44,1852,2,"BELAUTEGUI 960","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-impecable-10-anos-antig.-apto-credito!-55257287.html
rejected,99000,47,2106,2,"Gurruchaga 2371","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-amplio-como-nuevo-2-ambientes-con-patio-58774745.html
pending,96000,59,1627,2,"Paraná 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-barrio-norte-capital-58524791.html
pending,95000,49,1939,3,"Avenida Raúl Scalabrini Ortiz 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto.-3-amb.-contrafrente-con-balcon-scalabrini-58552068.html
pending,98000,61,1607,4,"Avenida Albarellos 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-4-amb-en-villa-pueyrredon-balcon-y-cochera-58942337.html
rejected,79900,51,1567,2,"Gascon 1100. Entre Av cordoba y Jose a. cabrera","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-balcon-apto-credito-palermo-58526662.html
rejected,89999,67,1343,3,"Juan Ramírez de Velasco 250","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-patio-central-que-ilumina-los-3-ambientes-bajas-57731106.html
pending,95990,61,1574,2,"Emilio Lamarca 2950","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-magico-ph-a-la-venta-sin-expensas-y-con-patio-techado-58696060.html
pending,89900,48,1873,2,"Andrés Lamas 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta.-departamento.-2-ambientes.-andres-lamas-y-57488631.html
rejected,75000,65,1154,2,"Terrada 1435","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-43318731.html
rejected,,112,,4,"Republica Árabe Siria 3065","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-palacio-bellini-duplex-2-dorm-piso-alto-cochera-en-lo-56969867.html
pending,90000,52,1731,2,"ASUNCION 3208. Entre Cuenca y Av. San Martin","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-agronomia-venta-2-ambientes-55606777.html
pending,75000,45,1667,2,"Miller 4580","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-45-m-sup2--2-ambientes-55718228.html
pending,85000,45,1889,2,"Artigas 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta.-departamento-2-ambientes.-artigas-y-cervantes.-58958051.html
rejected,,300,,7,"Ugarteche 3221","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-torre-camps-palermo-piso-muy-alto-4-dorm-3-coch-300-56694747.html
rejected,,70,,3,"Quesada 2710","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-depto-3-ambientes-super-luminoso-con-balcon-70-m-sup2-58598128.html
rejected,,96,,4,"Avenida Córdoba 3386","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-departamento-4-ambientes-c-dep-con-frente-av-cordoba-56746725.html
rejected,96000,66,1455,3,"César  Diaz 2885 - Planta Baja Frente","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dto-3-amb.-fte-todo-destino-super-ubicado-con-patio-59027542.html
pending,73000,47,1553,2,"Condarco 1460","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-2-ambientes-con-balcon-al-frente-super-luminoso-58628760.html
pending,92000,62,1484,3,"Marcelo T. de Alvear 2030","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphpa-ph-3-amb-p.-b.-apto-prof-ideal-airbnb-53303031.html
pending,93000,58,1603,2,"Emilio Lamarca 1700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-departamento-de-2-ambientes-en-planta-baja-con-patio-58172803.html
rejected,,40,,2,"Echeverría 1444","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-directo-venta-departamento-belgrano-2-amb-muy-58650557.html
rejected,92000,52,1769,2,"Uriburu 1133","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-depto-de-2-ambientes-amplios-en-barrio-recoleta.-a-58940285.html
rejected,,73,,3,"Aguirre","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-3-ambientes-reciclado-villa-crespo-58602360.html
rejected,87000,97,897,2,"Punta Arenas 1858","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphpa-ph-con-terraza-patio-un-dormitorio-y-balcon-no-58893529.html
pending,67800,42,1614,2,"Lascano 3743","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-directo-vende-departamento-2-amb.-contrafrente.-58034705.html
rejected,,100,,6,"Av. S. Martín","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-depto-en-primer-piso-refaccionado-enorme-oportunidad!-58675725.html
pending,89000,49,1816,2,"Santos Dumont 2525","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-duenos-directo-vende-apto-credito-dos-ambientes-56749863.html
pending,,58,,3,"Honduras 6038 - Dueño Vende","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-honduras-6000-3-ambientes-palermo-hollywood-59075734.html
rejected,,100,,3,"Doctor Pedro Ignacio Rivera 2470","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-departamento-3-ambientes-en-venta-en-belgrano-con-58757761.html
pending,72000,44,1636,2,"General César Díaz 2999","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-directo-vende-2-ambientes-frente-balcon-ascensor-59002642.html
rejected,,49,,2,"Malabia 2363","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-dir-s-comis-2-amb-totalmente-nuevo!-vista-59025092.html
pending,,58,,3,"Álvarez Jonte 3785","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-vende-departamento-3-ambientes-2-dorm.-complejo-58883085.html
pending,94500,50,1890,2,"Conesa","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-directo-vende-2-ambientes-con-patio-en-belgrano-59041322.html
rejected,62000,43,1442,2,"Comuna 11","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-venta-departamento-2-ambientes-villa-del-parque-58854511.html
rejected,85000,58,1466,3,"Marcelo Torcuato de Alvear 2030","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphpa-departamento-ph-3-ambientes-recoleta-caba-permuta-en-46889590.html
rejected,99500,42,2369,2,"Mariscal Antonio José de Sucre 2538","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-ph-en-pleno-belgrano-56141913.html
rejected,92000,62,1484,2,"Marcelo Torcuato de Alvear 2030","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-depto-3-amb-p.-b.-apto-prof-ideal-airbnb-59104789.html
rejected,97000,45,2156,2,"Pinto 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-luminoso-departamento-en-coghlan-58930150.html
rejected,79500,341,233,2,"Avenida Forest 434","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-excelente-dos-ambientes-cocina-independiente-6-piso-52930688.html
pending,69000,42,1643,2,"Av. Pueyrredón 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-2-ambientes-tipo-ph-pueyrredon-y-arenales-57740168.html
rejected,87900,97,906,2,"Punta Arenas 1858","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphpa-ph-sin-expensas!-balcon-patio-y-terraza.-apto-58291151.html
rejected,,61,,3,"Av. Jorge Newbery","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-departamento-en-chacarita-av-jorge-newberry-58650629.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-2-dorm.-1-bano-50-m-sup2--palermo-58888936.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-villa-crespo-2-ambientes-y-59038575.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-belgrano.-2-ambientes.-1er-piso-por-escalera.-57311712.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2amb-palermo-hollywood-balcon-58918244.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-2-dorm.-1-bano-50-m-sup2--palermo-58888936.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-4-ambientes-a-reciclar-con-patio-y-terraza-59054626.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-ambientes-con-patio-en-villa-58950581.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-diaz-colodrero-al-3500-1-piso-x-escalera-58551859.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-villa-del-parque-dos-ambientes-patio-58758344.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-en-venta!-apto-credito-55611839.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-2-ambientes-muy-luminoso-contrafrente-58063803.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-2-amb-ph-con-patio-107-m-sup2--sin-expensas-57751285.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-2-ambientes-con-orientacion-norte-58640380.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-quo-style-aguero-recoleta-frente.-balcon-terraza.-59055279.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-caba-2-ambientes-con-balcon-58780831.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-por-escalera-parque-chas-58542086.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb-lateral-c-balcon-56989703.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-increible-vista-panoramica-58855510.html
removed,,,,,"","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-por-escalera-parque-chas-58542086.html
